Compound,X,Xprime,GroupCat,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,r_VIIofB,CrystalRadiusofA,CrystalRadiusofAprime,CrystalRadiusofBprime,CrystalRadiusofB,IonicRadiiofB,IonicRadiiofBprime,IonicRadiiofA,IonicRadiiofAprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,ZungerRadiiofB,ZungerRadiiofBprime,ZungerRadiiofA,ZungerRadiiofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,rA,rB,ToleranceBVP,Vc
Sr3UO6,O,O,5,87.62,238.02891,87.62,87.62,0.99,-300,0.99,0.99,1.571,1.571,0.84,1.314,1.372,1.32,1.32,0.87,1.32,1.18,0.73,1.18,1.18,5.6949,6.19405,5.6949,5.6949,0.95,1.7,0.95,0.95,1.42,-300,1.42,1.42,1382,1382,1382,4131,22.5,22.5,22.5,13.9,2.64,2.64,2.64,19.1,84.8,84.8,84.8,38.4,777,777,777,1135,0.306,0.306,0.306,0.116,0.353,0.353,0.353,0.276,1.571,1.077,0.859844319405242,48.8349310755798
Sr3WO6,O,O,4,87.62,183.84,87.62,87.62,0.99,1.4,0.99,0.99,1.571,1.571,0.71,1.314,1.372,1.32,1.32,0.74,1.32,1.18,0.6,1.18,1.18,5.6949,7.864,5.6949,5.6949,0.95,1.7,0.95,0.95,1.42,1.22,1.42,1.42,1382,1382,1382,5555,22.5,22.5,22.5,4.5,2.64,2.64,2.64,19.3,84.8,84.8,84.8,284.5,777,777,777,3414,0.306,0.306,0.306,0.132,0.353,0.353,0.353,1.74,1.571,1.012,0.884997281044009,50.1374296635765
SrCeO3,O,O,5,140.116,140.116,87.62,87.62,-300,-300,0.99,0.99,1.571,1.571,0.968,0.968,1.025,1.32,1.32,1.01,1.01,0.87,0.87,1.18,1.18,5.5387,5.5387,5.6949,5.6949,1.12,1.12,0.95,0.95,-300,-300,1.42,1.42,1382,1382,3443,3443,22.5,22.5,6.3,6.3,2.64,2.64,6.77,6.77,84.8,84.8,39,39,777,777,798,798,0.306,0.306,0.192,0.192,0.353,0.353,0.113,0.113,1.571,0.968,0.902876013994393,68.8124451466142
SrCO3,O,O,12,12.0107,12.0107,87.62,87.62,2.5,2.5,0.99,0.99,1.571,1.571,0.33,0.33,0.387,1.32,1.32,0.3,0.3,0.16,0.16,1.18,1.18,11.2603,11.2603,5.6949,5.6949,2.55,2.55,0.95,0.95,0.39,0.39,1.42,1.42,1382,1382,-300,-300,22.5,22.5,-300,-300,2.64,2.64,-300,-300,84.8,84.8,-300,-300,777,777,-300,-300,0.306,0.306,-300,-300,0.353,0.353,-300,-300,1.571,0.33,1.2769246483635,96.7683169279942
SrCrO3,O,O,3,51.9961,51.9961,87.62,87.62,1.56,1.56,0.99,0.99,1.571,1.571,0.75,0.75,0.807,1.32,1.32,0.69,0.69,0.55,0.55,1.18,1.18,6.7665,6.7665,5.6949,5.6949,1.66,1.66,0.95,0.95,1.07,1.07,1.42,1.42,1382,1382,2671,2671,22.5,22.5,4.9,4.9,2.64,2.64,7.15,7.15,84.8,84.8,404,404,777,777,1907,1907,0.306,0.306,0.45,0.45,0.353,0.353,0.937,0.937,1.571,0.75,1.00329793799989,76.3491185300922
SrFeO3,O,O,3,55.845,55.845,87.62,87.62,1.64,1.64,0.99,0.99,1.571,1.571,-300,-300,0,1.32,1.32,0.725,0.725,-300,-300,1.18,1.18,7.9024,7.9024,5.6949,5.6949,1.83,1.83,0.95,0.95,0.95,0.95,1.42,1.42,1382,1382,2861,2861,22.5,22.5,11.8,11.8,2.64,2.64,7.87,7.87,84.8,84.8,247.3,247.3,777,777,1538,1538,0.306,0.306,0.449,0.449,0.353,0.353,0.802,0.802,1.571,-300,-300,-1.09559064212426
SrHfO3,O,O,5,178.49,178.49,87.62,87.62,1.23,1.23,0.99,0.99,1.571,1.571,0.863,0.863,0.92,1.32,1.32,0.85,0.85,0.71,0.71,1.18,1.18,6.82507,6.82507,5.6949,5.6949,1.3,1.3,0.95,0.95,1.3,1.3,1.42,1.42,1382,1382,4603,4603,22.5,22.5,5.9,5.9,2.64,2.64,13.3,13.3,84.8,84.8,152.4,152.4,777,777,2233,2233,0.306,0.306,0.144,0.144,0.353,0.353,0.23,0.23,1.571,0.863,0.94860779473217,72.2474802346111
SrMoO3,O,O,3,95.94,95.94,87.62,87.62,1.3,1.3,0.99,0.99,1.571,1.571,1.18,1.18,1.237,1.32,1.32,0.79,0.79,0.65,0.65,1.18,1.18,7.09243,7.09243,5.6949,5.6949,2.16,2.16,0.95,0.95,1.22,1.22,1.42,1.42,1382,1382,4639,4639,22.5,22.5,4.8,4.8,2.64,2.64,10.2,10.2,84.8,84.8,390.7,390.7,777,777,2622,2622,0.306,0.306,0.251,0.251,0.353,0.353,1.38,1.38,1.571,1.18,0.822788267146355,62.7852828041645
SrOsO3,O,O,5,190.23,190.23,87.62,87.62,1.52,1.52,0.99,0.99,1.571,1.571,0.751,0.751,0.808,1.32,1.32,0.77,0.77,0.63,0.63,1.18,1.18,8.4382,8.4382,5.6949,5.6949,2.2,2.2,0.95,0.95,1.17,1.17,1.42,1.42,1382,1382,5012,5012,22.5,22.5,5.1,5.1,2.64,2.64,22.59,22.59,84.8,84.8,304.1,304.1,777,777,3033,3033,0.306,0.306,0.13,0.13,0.353,0.353,0.876,0.876,1.571,0.751,1.00278631233034,76.3107794136233
SrPbO3,O,O,5,207.2,207.2,87.62,87.62,1.55,1.55,0.99,0.99,1.571,1.571,0.982,0.982,1.039,1.32,1.32,0.915,0.915,0.78,0.78,1.18,1.18,7.41666,7.41666,5.6949,5.6949,1.8,1.8,0.95,0.95,0.96,0.96,1.42,1.42,1382,1382,1749,1749,22.5,22.5,28.9,28.9,2.64,2.64,11.3,11.3,84.8,84.8,23.1,23.1,777,777,327.46,327.46,0.306,0.306,0.127,0.127,0.353,0.353,0.353,0.353,1.571,0.982,0.897109470109392,68.3789644835395
SrPrO3,O,O,5,140.90765,140.90765,87.62,87.62,-300,-300,0.99,0.99,1.571,1.571,-300,-300,0,1.32,1.32,0.99,0.99,0.85,0.85,1.18,1.18,5.473,5.473,5.6949,5.6949,1.13,1.13,0.95,0.95,-300,-300,1.42,1.42,1382,1382,3520,3520,22.5,22.5,6.7,6.7,2.64,2.64,6.77,6.77,84.8,84.8,48.9,48.9,777,777,931,931,0.306,0.306,0.193,0.193,0.353,0.353,0.125,0.125,1.571,-300,-300,-1.09559064212426
SrRuO3,O,O,5,101.07,101.07,87.62,87.62,1.42,1.42,0.99,0.99,1.571,1.571,0.774,0.774,0.831,1.32,1.32,0.76,0.76,0.62,0.62,1.18,1.18,7.3605,7.3605,5.6949,5.6949,2.2,2.2,0.95,0.95,1.145,1.145,1.42,1.42,1382,1382,4150,4150,22.5,22.5,6.4,6.4,2.64,2.64,12.1,12.1,84.8,84.8,381.8,381.8,777,777,2333,2333,0.306,0.306,0.238,0.238,0.353,0.353,1.17,1.17,1.571,0.774,0.991161269395055,75.4394856062291
SrSnO3,O,O,5,118.71,118.71,87.62,87.62,1.72,1.72,0.99,0.99,1.571,1.571,0.845,0.845,0.902,1.32,1.32,0.83,0.83,0.69,0.69,1.18,1.18,7.3439,7.3439,5.6949,5.6949,1.96,1.96,0.95,0.95,0.88,0.88,1.42,1.42,1382,1382,2602,2602,22.5,22.5,22,22,2.64,2.64,7.26,7.26,84.8,84.8,60.4,60.4,777,777,231.93,231.93,0.306,0.306,0.227,0.227,0.353,0.353,0.666,0.666,1.571,0.845,0.956916768116685,72.8710751577184
SrTbO3,O,O,5,158.92534,158.92534,87.62,87.62,-300,-300,0.99,0.99,1.571,1.571,-300,-300,0,1.32,1.32,0.9,0.9,0.76,0.76,1.18,1.18,5.8638,5.8638,5.6949,5.6949,-300,-300,0.95,0.95,-300,-300,1.42,1.42,1382,1382,3230,3230,22.5,22.5,10.3,10.3,2.64,2.64,8.23,8.23,84.8,84.8,67.9,67.9,777,777,1356,1356,0.306,0.306,0.182,0.182,0.353,0.353,0.111,0.111,1.571,-300,-300,-1.09559064212426
SrTcO3,O,O,5,97.9072,97.9072,87.62,87.62,-300,-300,0.99,0.99,1.571,1.571,-300,-300,0,1.32,1.32,0.785,0.785,0.65,0.65,1.18,1.18,7.28,7.28,5.6949,5.6949,2.1,2.1,0.95,0.95,1.16,1.16,1.42,1.42,1382,1382,4265,4265,22.5,22.5,-300,-300,2.64,2.64,11,11,84.8,84.8,339.7,339.7,777,777,2157,2157,0.306,0.306,-300,-300,0.353,0.353,0.506,0.506,1.571,-300,-300,-1.09559064212426
SrTiS3,S,S,6,47.867,47.867,87.62,87.62,1.32,1.32,0.99,0.99,1.571,1.571,0.755,0.755,0.812,1.32,1.32,0.745,0.745,0.61,0.61,1.18,1.18,6.8281,6.8281,5.6949,5.6949,1.54,1.54,0.95,0.95,1.15,1.15,1.42,1.42,1382,1382,3287,3287,22.5,22.5,8.6,8.6,2.64,2.64,4.51,4.51,84.8,84.8,295.6,295.6,777,777,1670,1670,0.306,0.306,0.522,0.522,0.353,0.353,0.219,0.219,1.571,0.755,0.705178598147739,76.157807219721
SrZrO3,O,O,5,91.224,91.224,87.62,87.62,1.22,1.22,0.99,0.99,1.571,1.571,0.868,0.868,0.925,1.32,1.32,0.86,0.86,0.72,0.72,1.18,1.18,6.6339,6.6339,5.6949,5.6949,1.33,1.33,0.95,0.95,1.265,1.265,1.42,1.42,1382,1382,4409,4409,22.5,22.5,5.7,5.7,2.64,2.64,6.52,6.52,84.8,84.8,230.2,230.2,777,777,1854,1854,0.306,0.306,0.278,0.278,0.353,0.353,0.227,0.227,1.571,0.868,0.946325292819917,72.0761490303987
TaThN3,N,N,3,180.9479,180.9479,232.0381,232.0381,1.33,1.33,-300,-300,1.363,1.363,0.777,0.777,0.834,1.08,1.08,0.78,0.78,0.64,0.64,0.94,0.94,7.5496,7.5496,6.3067,6.3067,1.5,1.5,1.3,1.3,1.28,1.28,-300,-300,4788,4788,5458,5458,11,11,6.3,6.3,11.7,11.7,16.4,16.4,59.5,59.5,202.1,202.1,1750,1750,3007,3007,0.118,0.118,0.14,0.14,0.54,0.54,0.575,0.575,1.363,0.777,0.705721979303753,117.698911320461
Tb2CoMnO6,O,O,5,58.9332,54.938049,158.92534,158.92534,1.7,1.6,-300,-300,1.335,1.335,0.693,0.888,0.946,1.063,1.063,0.67,0.79,0.65,0.53,0.92,0.92,7.881,7.43402,5.8638,5.8638,1.88,1.55,-300,-300,0.92,0.99,-300,-300,3230,3230,2927,2061,10.3,10.3,13,21.7,8.23,8.23,8.86,7.3,67.9,67.9,272.5,235,1356,1356,1495,1246,0.182,0.182,0.421,0.479,0.111,0.111,1,0.0782,1.335,0.7905,0.899568486938147,37.283184151618
Tb2CuTiO6,O,O,1,63.546,47.867,158.92534,158.92534,1.75,1.32,-300,-300,1.335,1.335,0.755,0.875,0.933,1.063,1.063,0.745,0.87,0.73,0.61,0.92,0.92,7.72638,6.8281,5.8638,5.8638,1.9,1.54,-300,-300,0.88,1.15,-300,-300,3230,3230,2562,3287,10.3,10.3,16.5,8.6,8.23,8.23,8.96,4.51,67.9,67.9,203.5,295.6,1356,1356,1084.62,1670,0.182,0.182,0.384,0.522,0.111,0.111,4.01,0.219,1.335,0.815,0.888684818824575,36.8853847417484
Tb2NiMnO6,O,O,5,58.6934,54.938049,158.92534,158.92534,1.75,1.6,-300,-300,1.335,1.335,0.693,0.85,0.908,1.063,1.063,0.67,0.83,0.69,0.53,0.92,0.92,7.6398,7.43402,5.8638,5.8638,1.91,1.55,-300,-300,0.96,0.99,-300,-300,3230,3230,2913,2061,10.3,10.3,13.4,21.7,8.23,8.23,8.9,7.3,67.9,67.9,290.3,235,1356,1356,1455,1246,0.182,0.182,0.445,0.479,0.111,0.111,0.907,0.0782,1.335,0.7715,0.908194175180299,37.6578614772409
TbAlO3,O,O,5,26.981538,26.981538,158.92534,158.92534,1.47,1.47,-300,-300,1.335,1.335,0.666,0.666,0.724,1.063,1.063,0.675,0.675,0.54,0.54,0.92,0.92,5.98577,5.98577,5.8638,5.8638,1.61,1.61,-300,-300,0.77,0.77,-300,-300,3230,3230,2519,2519,10.3,10.3,23.1,23.1,8.23,8.23,2.7,2.7,67.9,67.9,399.9,399.9,1356,1356,660.32,660.32,0.182,0.182,0.904,0.904,0.111,0.111,2.37,2.37,1.335,0.666,0.959267994733349,44.8261246202932
TbCoO3,O,O,5,58.9332,58.9332,158.92534,158.92534,1.7,1.7,-300,-300,1.335,1.335,0.683,0.683,0.741,1.063,1.063,0.75,0.75,0.55,0.55,0.92,0.92,7.881,7.881,5.8638,5.8638,1.88,1.88,-300,-300,0.92,0.92,-300,-300,3230,3230,2927,2927,10.3,10.3,13,13,8.23,8.23,8.86,8.86,67.9,67.9,272.5,272.5,1356,1356,1495,1495,0.182,0.182,0.421,0.421,0.111,0.111,1,1,1.335,0.683,0.950653332340076,44.4300413584644
TbCrO3,O,O,5,51.9961,51.9961,158.92534,158.92534,1.56,1.56,-300,-300,1.335,1.335,0.77,0.77,0.828,1.063,1.063,0.755,0.755,0.62,0.62,0.92,0.92,6.7665,6.7665,5.8638,5.8638,1.66,1.66,-300,-300,1.07,1.07,-300,-300,3230,3230,2671,2671,10.3,10.3,4.9,4.9,8.23,8.23,7.15,7.15,67.9,67.9,404,404,1356,1356,1907,1907,0.182,0.182,0.45,0.45,0.111,0.111,0.937,0.937,1.335,0.77,0.908882201070588,42.5078578515178
TbFeO3,O,O,5,55.845,55.845,158.92534,158.92534,1.64,1.64,-300,-300,1.335,1.335,0.805,0.805,0.863,1.063,1.063,0.69,0.69,0.55,0.55,0.92,0.92,7.9024,7.9024,5.8638,5.8638,1.83,1.83,-300,-300,0.95,0.95,-300,-300,3230,3230,2861,2861,10.3,10.3,11.8,11.8,8.23,8.23,7.87,7.87,67.9,67.9,247.3,247.3,1356,1356,1538,1538,0.182,0.182,0.449,0.449,0.111,0.111,0.802,0.802,1.335,0.805,0.893095165319982,41.7806770669902
TbMnO3,O,O,5,54.938049,54.938049,158.92534,158.92534,1.6,1.6,-300,-300,1.335,1.335,0.806,0.806,0.864,1.063,1.063,0.72,0.72,0.58,0.58,0.92,0.92,7.43402,7.43402,5.8638,5.8638,1.55,1.55,-300,-300,0.99,0.99,-300,-300,3230,3230,2061,2061,10.3,10.3,21.7,21.7,8.23,8.23,7.3,7.3,67.9,67.9,235,235,1356,1356,1246,1246,0.182,0.182,0.479,0.479,0.111,0.111,0.0782,0.0782,1.335,0.806,0.892652161765756,41.7602658741726
TbRhO3,O,O,5,102.9055,102.9055,158.92534,158.92534,1.45,1.45,-300,-300,1.335,1.335,0.839,0.839,0.897,1.063,1.063,0.805,0.805,0.67,0.67,0.92,0.92,7.4589,7.4589,5.8638,5.8638,2.28,2.28,-300,-300,1.11,1.11,-300,-300,3230,3230,3695,3695,10.3,10.3,8.2,8.2,8.23,8.23,12.4,12.4,67.9,67.9,258.4,258.4,1356,1356,1963,1963,0.182,0.182,0.243,0.243,0.111,0.111,1.5,1.5,1.335,0.839,0.878275626217552,41.0977070479507
TbScO3,O,O,5,44.95591,44.95591,158.92534,158.92534,1.2,1.2,-300,-300,1.335,1.335,0.895,0.895,0.953,1.063,1.063,0.885,0.885,0.75,0.75,0.92,0.92,6.5615,6.5615,5.8638,5.8638,1.36,1.36,-300,-300,1.22,1.22,-300,-300,3230,3230,2836,2836,10.3,10.3,10.2,10.2,8.23,8.23,2.99,2.99,67.9,67.9,314,314,1356,1356,1541,1541,0.182,0.182,0.567,0.567,0.111,0.111,0.158,0.158,1.335,0.895,0.854910573928629,40.0202135029315
TbScS3,S,S,5,44.95591,44.95591,158.92534,158.92534,1.2,1.2,-300,-300,1.335,1.335,0.895,0.895,0.953,1.063,1.063,0.885,0.885,0.75,0.75,0.92,0.92,6.5615,6.5615,5.8638,5.8638,1.36,1.36,-300,-300,1.22,1.22,-300,-300,3230,3230,2836,2836,10.3,10.3,10.2,10.2,8.23,8.23,2.99,2.99,67.9,67.9,314,314,1356,1356,1541,1541,0.182,0.182,0.567,0.567,0.111,0.111,0.158,0.158,1.335,0.895,0.706066587997794,40.0202135029315
TbVO3,O,O,5,50.9415,50.9415,158.92534,158.92534,1.45,1.45,-300,-300,1.335,1.335,0.789,0.789,0.847,1.063,1.063,0.78,0.78,0.64,0.64,0.92,0.92,6.7462,6.7462,5.8638,5.8638,1.63,1.63,-300,-300,1.09,1.09,-300,-300,3230,3230,3407,3407,10.3,10.3,8.4,8.4,8.23,8.23,6,6,67.9,67.9,422,422,1356,1356,1910,1910,0.182,0.182,0.489,0.489,0.111,0.111,0.307,0.307,1.335,0.789,0.900243500810287,42.1099911191063
TiBO3,O,O,13,10.811,10.811,47.867,47.867,2.01,2.01,1.32,1.32,1.094,1.094,0.417,0.417,0.475,0.81,0.81,0.41,0.41,-300,-300,0.67,0.67,8.29803,8.29803,6.8281,6.8281,2.04,2.04,1.54,1.54,0.48,0.48,1.15,1.15,3287,3287,-300,-300,8.6,8.6,-300,-300,4.51,4.51,-300,-300,295.6,295.6,-300,-300,1670,1670,-300,-300,0.522,0.522,-300,-300,0.219,0.219,-300,-300,1.094,0.417,1.00133621625925,51.558360014302
Tl2PNbO6,O,O,16,30.973761,92.90638,204.3833,204.3833,2.06,1.23,1.44,1.44,1.833,1.833,0.768,0.474,0.531,1.64,1.64,0.78,0.52,0.38,0.64,1.5,1.5,10.48669,6.75885,6.1082,6.1082,2.19,1.6,1.8,1.8,0.6,1.23,1.015,1.015,1473,1473,-300,4744,29.9,29.9,-300,7.3,11.8,11.8,-300,8.57,20.3,20.3,-300,323,304,304,-300,2477,0.129,0.129,-300,0.265,0.461,0.461,-300,0.537,1.833,0.621,1.1751643556257,128.243683499684
TlCdCl3,Cl,Cl,7,112.411,112.411,204.3833,204.3833,1.46,1.46,1.44,1.44,1.833,1.833,1.1,1.1,1.158,1.64,1.64,1.09,1.09,0.95,0.95,1.5,1.5,8.9938,8.9938,6.1082,6.1082,1.69,1.69,1.8,1.8,0.985,0.985,1.015,1.015,1473,1473,767,767,29.9,29.9,30.8,30.8,11.8,11.8,8.69,8.69,20.3,20.3,55.2,55.2,304,304,321.07,321.07,0.129,0.129,0.231,0.231,0.461,0.461,0.968,0.968,1.833,1.1,0.894222041334468,16.2291515297603
TlCoCl3,Cl,Cl,6,58.9332,58.9332,204.3833,204.3833,1.7,1.7,1.44,1.44,1.833,1.833,0.888,0.888,0.946,1.64,1.64,0.79,0.79,0.65,0.65,1.5,1.5,7.881,7.881,6.1082,6.1082,1.88,1.88,1.8,1.8,0.92,0.92,1.015,1.015,1473,1473,2927,2927,29.9,29.9,13,13,11.8,11.8,8.86,8.86,20.3,20.3,272.5,272.5,304,304,1495,1495,0.129,0.129,0.421,0.421,0.461,0.461,1,1,1.833,0.888,0.968332703086973,17.8452445513932
TlCrO3,O,O,5,51.9961,51.9961,204.3833,204.3833,1.56,1.56,1.44,1.44,1.306,1.306,0.77,0.77,0.828,1.025,1.025,0.755,0.755,0.62,0.62,0.89,0.89,6.7665,6.7665,6.1082,6.1082,1.66,1.66,1.8,1.8,1.07,1.07,1.015,1.015,1473,1473,2671,2671,29.9,29.9,4.9,4.9,11.8,11.8,7.15,7.15,20.3,20.3,404,404,304,304,1907,1907,0.129,0.129,0.45,0.45,0.461,0.461,0.937,0.937,1.306,0.77,0.898525586598663,42.5078578515178
TlCuF3,F,F,3,63.546,63.546,204.3833,204.3833,1.75,1.75,1.44,1.44,1.833,1.833,0.875,0.875,0.933,1.64,1.64,0.87,0.87,0.73,0.73,1.5,1.5,7.72638,7.72638,6.1082,6.1082,1.9,1.9,1.8,1.8,0.88,0.88,1.015,1.015,1473,1473,2562,2562,29.9,29.9,16.5,16.5,11.8,11.8,8.96,8.96,20.3,20.3,203.5,203.5,304,304,1084.62,1084.62,0.129,0.129,0.384,0.384,0.461,0.461,4.01,4.01,1.833,0.875,1.0424574229572,17.9548824231529
TlIO3,O,O,16,126.90447,126.90447,204.3833,204.3833,2.21,2.21,1.44,1.44,1.833,1.833,0.86,0.86,0.917,1.64,1.64,1.09,1.09,0.95,0.95,1.5,1.5,10.45126,10.45126,6.1082,6.1082,2.66,2.66,1.8,1.8,0.755,0.755,1.015,1.015,1473,1473,184.4,184.4,29.9,29.9,-300,-300,11.8,11.8,-300,-300,20.3,20.3,-300,-300,304,304,-300,-300,0.129,0.129,-300,-300,0.461,0.461,-300,-300,1.833,0.86,1.03948112809211,113.047922646584
TlMnCl3,Cl,Cl,7,54.938049,54.938049,204.3833,204.3833,1.6,1.6,1.44,1.44,1.833,1.833,0.986,0.986,1.044,1.64,1.64,0.81,0.81,0.83,0.83,1.5,1.5,7.43402,7.43402,6.1082,6.1082,1.55,1.55,1.8,1.8,0.99,0.99,1.015,1.015,1473,1473,2061,2061,29.9,29.9,21.7,21.7,11.8,11.8,7.3,7.3,20.3,20.3,235,235,304,304,1246,1246,0.129,0.129,0.479,0.479,0.461,0.461,0.0782,0.0782,1.833,0.986,0.932603559674878,17.0599397590058
TlMnI3,I,I,7,54.938049,54.938049,204.3833,204.3833,1.6,1.6,1.44,1.44,1.833,1.833,0.986,0.986,1.044,1.64,1.64,0.81,0.81,0.83,0.83,1.5,1.5,7.43402,7.43402,6.1082,6.1082,1.55,1.55,1.8,1.8,0.99,0.99,1.015,1.015,1473,1473,2061,2061,29.9,29.9,21.7,21.7,11.8,11.8,7.3,7.3,20.3,20.3,235,235,304,304,1246,1246,0.129,0.129,0.479,0.479,0.461,0.461,0.0782,0.0782,1.833,0.986,0.90373168061695,17.0599397590058
TlNiO3,O,O,5,58.6934,58.6934,204.3833,204.3833,1.75,1.75,1.44,1.44,1.306,1.306,0.786,0.786,0.844,1.025,1.025,0.7,0.7,0.56,0.56,0.89,0.89,7.6398,7.6398,6.1082,6.1082,1.91,1.91,1.8,1.8,0.96,0.96,1.015,1.015,1473,1473,2913,2913,29.9,29.9,13.4,13.4,11.8,11.8,8.9,8.9,20.3,20.3,290.3,290.3,304,304,1455,1455,0.129,0.129,0.445,0.445,0.461,0.461,0.907,0.907,1.306,0.786,0.891322976686049,42.1723162955156
TlPbCl3,Cl,Cl,16,207.2,207.2,204.3833,204.3833,1.55,1.55,1.44,1.44,1.833,1.833,1.308,1.308,1.366,1.64,1.64,1.33,1.33,1.19,1.19,1.5,1.5,7.41666,7.41666,6.1082,6.1082,1.8,1.8,1.8,1.8,0.96,0.96,1.015,1.015,1473,1473,1749,1749,29.9,29.9,28.9,28.9,11.8,11.8,11.3,11.3,20.3,20.3,23.1,23.1,304,304,327.46,327.46,0.129,0.129,0.127,0.127,0.461,0.461,0.353,0.353,1.833,1.308,0.831764625418561,14.9048162422279
TlPbI3,I,I,9,207.2,207.2,204.3833,204.3833,1.55,1.55,1.44,1.44,1.833,1.833,1.308,1.308,1.366,1.64,1.64,1.33,1.33,1.19,1.19,1.5,1.5,7.41666,7.41666,6.1082,6.1082,1.8,1.8,1.8,1.8,0.96,0.96,1.015,1.015,1473,1473,1749,1749,29.9,29.9,28.9,28.9,11.8,11.8,11.3,11.3,20.3,20.3,23.1,23.1,304,304,327.46,327.46,0.129,0.129,0.127,0.127,0.461,0.461,0.353,0.353,1.833,1.308,0.817329780035401,14.9048162422279
TlSbO3,O,O,16,121.76,121.76,204.3833,204.3833,1.82,1.82,1.44,1.44,1.833,1.833,0.799,0.799,0.856,1.64,1.64,0.74,0.74,0.6,0.6,1.5,1.5,8.6084,8.6084,6.1082,6.1082,2.05,2.05,1.8,1.8,0.83,0.83,1.015,1.015,1473,1473,1587,1587,29.9,29.9,11,11,11.8,11.8,6.68,6.68,20.3,20.3,162.5,162.5,304,304,630.63,630.63,0.129,0.129,0.207,0.207,0.461,0.461,0.243,0.243,1.833,0.799,1.07104327284752,116.42924567714
Tm2CuTiO6,O,O,1,63.546,47.867,168.93421,168.93421,1.75,1.32,-300,-300,1.303,1.303,0.755,0.875,0.933,1.02,1.02,0.745,0.87,0.73,0.61,0.88,0.88,7.72638,6.8281,6.18431,6.18431,1.9,1.54,1.25,1.25,0.88,1.15,-300,-300,1950,1950,2562,3287,13.3,13.3,16.5,8.6,9.32,9.32,8.96,4.51,99.7,99.7,203.5,295.6,1545,1545,1084.62,1670,0.16,0.16,0.384,0.522,0.169,0.169,4.01,0.219,1.303,0.815,0.877510785739157,36.8853847417484
Tm2NiMnO6,O,O,5,58.6934,54.938049,168.93421,168.93421,1.75,1.6,-300,-300,1.303,1.303,0.693,0.85,0.908,1.02,1.02,0.67,0.83,0.69,0.53,0.88,0.88,7.6398,7.43402,6.18431,6.18431,1.91,1.55,1.25,1.25,0.96,0.99,-300,-300,1950,1950,2913,2061,13.3,13.3,13.4,21.7,9.32,9.32,8.9,7.3,99.7,99.7,290.3,235,1545,1545,1455,1246,0.16,0.16,0.445,0.479,0.169,0.169,0.907,0.0782,1.303,0.7715,0.896774837810645,37.6578614772409
TmCoO3,O,O,5,58.9332,58.9332,168.93421,168.93421,1.7,1.7,-300,-300,1.303,1.303,0.683,0.683,0.741,1.02,1.02,0.75,0.75,0.55,0.55,0.88,0.88,7.881,7.881,6.18431,6.18431,1.88,1.88,1.25,1.25,0.92,0.92,-300,-300,1950,1950,2927,2927,13.3,13.3,13,13,9.32,9.32,8.86,8.86,99.7,99.7,272.5,272.5,1545,1545,1495,1495,0.16,0.16,0.421,0.421,0.169,0.169,1,1,1.303,0.683,0.938700127375485,44.4300413584644
TmCrO3,O,O,5,51.9961,51.9961,168.93421,168.93421,1.56,1.56,-300,-300,1.303,1.303,0.77,0.77,0.828,1.02,1.02,0.755,0.755,0.62,0.62,0.88,0.88,6.7665,6.7665,6.18431,6.18431,1.66,1.66,1.25,1.25,1.07,1.07,-300,-300,1950,1950,2671,2671,13.3,13.3,4.9,4.9,9.32,9.32,7.15,7.15,99.7,99.7,404,404,1545,1545,1907,1907,0.16,0.16,0.45,0.45,0.169,0.169,0.937,0.937,1.303,0.77,0.897454212687775,42.5078578515178
TmFeO3,O,O,5,55.845,55.845,168.93421,168.93421,1.64,1.64,-300,-300,1.303,1.303,0.805,0.805,0.863,1.02,1.02,0.69,0.69,0.55,0.55,0.88,0.88,7.9024,7.9024,6.18431,6.18431,1.83,1.83,1.25,1.25,0.95,0.95,-300,-300,1950,1950,2861,2861,13.3,13.3,11.8,11.8,9.32,9.32,7.87,7.87,99.7,99.7,247.3,247.3,1545,1545,1538,1538,0.16,0.16,0.449,0.449,0.169,0.169,0.802,0.802,1.303,0.805,0.881865677976076,41.7806770669902
